,State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Customer service calls,Churn,TOTAL MINUTES,TOTAL CALLS,TOTAL CHARGES
2530,WA,82,510,False,False,0,2,False,629.3,323,71.02
2531,RI,180,415,False,False,0,1,False,518.1,338,50.72
2532,ME,174,415,False,False,0,2,False,670.8000000000001,274,65.7
2533,CO,92,415,False,False,0,2,True,698.5,259,67.77
2534,CO,81,408,False,False,0,1,False,510.5,316,50.42
2535,RI,125,408,False,False,0,2,True,447.99999999999994,281,43.12
2536,CT,119,408,False,False,0,0,True,730.7,218,80.98
2537,NC,122,415,False,False,0,3,False,596.8,220,61.959999999999994
2538,WY,34,408,False,False,0,1,False,553.6,283,52.510000000000005
2539,OR,138,415,True,True,28,3,True,712.4000000000001,335,73.36
2540,FL,90,415,False,True,24,1,False,452.6,297,39.43
2541,KY,73,408,False,False,0,2,False,537.4000000000001,292,49.36
2542,SC,19,510,False,False,0,1,True,713.8999999999999,358,77.48
2543,WA,120,408,False,True,28,1,False,700.0,280,71.42999999999999
2544,MT,160,415,False,False,0,3,False,634.1000000000001,248,54.42
2545,PA,141,510,False,False,0,0,False,563.4000000000001,363,52.31
2546,MA,90,408,False,False,0,2,False,614.1,256,59.470000000000006
2547,VT,72,415,False,False,0,2,False,617.0,310,57.06000000000001
2548,MN,117,408,False,True,21,1,False,563.4,314,57.71
2549,IL,79,408,True,False,0,2,False,671.1,373,57.81000000000001
2550,AR,87,408,False,False,0,1,False,584.7,302,58.72
2551,MD,102,415,False,False,0,1,False,640.1,270,61.61999999999999
2552,MT,49,408,False,False,0,1,False,613.1999999999999,353,68.01
2553,VT,67,408,False,False,0,6,False,686.5,328,74.03
2554,CO,107,415,False,False,0,2,False,523.8000000000001,284,52.550000000000004
2555,NC,190,408,False,False,0,2,False,636.8,323,62.019999999999996
2556,WA,118,510,False,False,0,2,False,478.20000000000005,286,44.08
2557,TN,120,415,False,False,0,0,False,694.0999999999999,366,67.64999999999999
2558,AR,94,408,False,False,0,0,False,448.79999999999995,308,45.980000000000004
2559,DC,115,510,False,True,29,1,False,625.5999999999999,279,66.18
2560,MN,61,415,False,False,0,1,False,681.3,295,67.92
2561,IA,143,510,False,True,33,1,False,545.5,361,51.41
2562,KS,110,510,False,False,0,1,False,489.6,303,53.629999999999995
2563,ND,104,415,False,False,0,1,False,564.1,303,50.04
2564,MT,16,510,False,False,0,1,False,541.8,257,55.120000000000005
2565,IL,183,510,False,False,0,0,False,482.0,314,45.62
2566,DC,147,408,False,False,0,2,False,587.1999999999999,302,58.24
2567,KY,58,415,False,False,0,2,True,665.5999999999999,315,75.08
2568,MS,102,510,True,False,0,3,False,627.3,245,68.67999999999999
2569,TN,123,415,False,False,0,3,False,645.4,293,61.660000000000004
2570,IA,64,415,False,True,43,1,False,429.1,305,41.78999999999999
2571,AK,103,510,False,False,0,2,False,655.4,214,64.17000000000002
2572,MN,152,415,False,False,0,1,True,604.5,230,75.39
2573,WV,124,415,False,False,0,1,True,673.4,319,79.39
2574,OR,97,415,False,False,0,1,False,514.1,384,52.5
2575,MS,131,415,False,False,0,1,True,577.5999999999999,336,53.099999999999994
2576,ME,57,415,False,True,33,2,False,662.3000000000001,285,65.75
2577,MN,157,510,False,False,0,2,False,602.7,267,60.699999999999996
2578,GA,194,510,False,False,0,0,False,599.3,382,60.55
2579,DC,66,415,False,False,0,1,False,580.8,314,54.050000000000004
2580,GA,155,510,False,False,0,0,False,567.5,316,48.54
2581,NY,123,415,False,False,0,4,True,496.4,321,48.23
2582,OK,116,510,False,False,0,2,False,626.0,304,61.129999999999995
2583,OK,63,415,False,False,0,1,False,620.0,338,56.51
2584,GA,64,510,False,False,0,3,False,619.1,314,65.98
2585,NJ,96,510,False,False,0,3,False,590.6999999999999,328,56.28
2586,MN,53,415,False,False,0,1,False,576.1999999999999,288,57.24999999999999
2587,ME,105,510,False,False,0,3,False,641.1,362,66.41
2588,MI,53,510,False,True,37,2,False,610.7,319,58.88
2589,MT,101,415,False,False,0,1,False,570.9,287,56.8
2590,NE,129,510,False,True,30,3,False,638.5999999999999,312,61.46
2591,ND,122,408,False,False,0,1,True,748.0999999999999,382,75.25
2592,VA,163,415,False,False,0,5,False,598.0999999999999,265,62.300000000000004
2593,VT,93,408,False,False,0,0,False,545.8,321,54.49999999999999
2594,OH,115,510,True,False,0,1,True,778.0,302,88.97
2595,AL,25,408,False,False,0,1,True,720.5999999999999,230,78.67
2596,DC,73,408,False,False,0,1,False,490.3,339,44.160000000000004
2597,ND,120,415,False,False,0,2,False,693.0999999999999,279,67.3
2598,TN,196,415,False,False,0,1,False,571.5,304,52.93
2599,DE,97,510,False,False,0,0,True,747.2,324,74.92999999999999
2600,NY,148,408,False,False,0,1,False,704.7,328,67.25
2601,AL,85,408,False,True,30,1,False,590.5,317,60.69
2602,OK,86,510,True,False,0,2,True,469.69999999999993,353,50.69
2603,MS,78,415,False,True,13,2,False,709.9999999999999,328,75.67
2604,MD,106,415,False,False,0,3,False,495.6,250,58.68999999999999
2605,NE,147,415,False,True,38,2,False,814.2,334,81.19000000000001
2606,AR,145,415,False,False,0,1,True,738.0999999999999,334,77.46
2607,IL,91,415,False,False,0,3,False,528.2,299,59.23
2608,IN,81,408,False,True,46,4,False,668.4000000000001,327,63.46
2609,UT,116,415,False,True,24,1,False,740.0,272,70.9
2610,LA,69,415,False,True,37,1,False,446.99999999999994,324,46.510000000000005
2611,ID,135,510,False,False,0,0,False,528.7,282,53.9
2612,KY,73,510,False,False,0,2,False,692.1999999999999,291,70.2
2613,MI,48,415,False,False,0,1,False,517.0,351,60.51
2614,NH,125,415,True,False,0,0,True,688.4,306,81.84
2615,WV,100,415,False,False,0,1,False,547.3000000000001,296,57.269999999999996
2616,OR,165,415,False,True,33,0,False,608.5,369,53.459999999999994
2617,SD,64,415,False,False,0,2,False,544.4000000000001,292,55.940000000000005
2618,MD,116,510,True,True,27,1,False,687.8000000000001,323,62.86999999999999
2619,ND,147,408,True,True,35,3,True,585.2,254,56.120000000000005
2620,TN,115,415,False,False,0,1,False,690.7,341,66.38
2621,MO,84,415,False,True,35,4,False,580.5,377,61.800000000000004
2622,IL,86,510,False,True,16,4,False,618.0,335,56.77000000000001
2623,UT,134,415,False,False,0,2,False,592.8,312,66.66
2624,MI,105,415,False,False,0,0,True,624.6,292,66.37
2625,AR,88,408,False,False,0,2,False,593.1,337,55.35
2626,TX,90,408,False,True,27,2,False,529.0,286,55.68
2627,AK,86,408,False,False,0,1,False,706.4,278,65.28999999999999
2628,TN,37,415,False,False,0,4,False,550.3,337,62.10000000000001
2629,NH,141,415,False,True,32,1,True,821.8,313,90.12
2630,NM,148,408,False,False,0,2,False,651.0,337,61.19
2631,MN,163,408,False,True,22,2,False,512.6,304,58.31
2632,IA,89,415,False,True,35,1,False,510.3,285,55.28999999999999
2633,RI,63,415,False,False,0,0,False,653.6,300,63.56
2634,AL,102,415,False,False,0,2,False,562.3000000000001,290,50.809999999999995
2635,NC,76,510,False,False,0,1,False,603.9,292,60.44
2636,SD,104,408,False,False,0,2,False,561.5,250,56.39
2637,MT,109,510,False,False,0,3,False,656.8,280,61.74
2638,HI,105,510,False,False,0,2,False,639.9,324,57.49999999999999
2639,MT,63,415,False,True,33,1,False,773.0,259,73.05
2640,KY,105,415,False,True,24,3,False,778.5999999999999,329,79.55000000000001
2641,DC,68,415,True,True,39,1,False,696.9,306,61.31999999999999
2642,CO,63,408,True,True,21,1,False,519.7,306,50.49
2643,MI,74,415,False,False,0,3,False,428.70000000000005,327,42.6
2644,AL,76,415,False,False,0,0,False,602.6999999999999,266,61.23
2645,KS,91,408,True,False,0,2,True,598.1,316,67.72
2646,NC,101,415,False,False,0,5,False,583.9000000000001,365,65.41000000000001
2647,SC,116,408,False,False,0,0,True,790.5999999999999,313,84.82000000000001
2648,CO,131,415,False,True,23,1,False,714.7,339,65.84
2649,MN,84,415,False,False,0,1,False,641.2,328,65.98
2650,WY,104,415,False,False,0,2,False,523.3000000000001,260,50.6
2651,FL,108,510,False,False,0,3,False,712.2,280,70.0
2652,NY,111,415,False,False,0,0,False,615.8,340,58.949999999999996
2653,OK,155,408,False,True,30,1,False,555.0,314,45.67
2654,ME,66,510,False,False,0,1,False,672.8999999999999,283,65.65
2655,NE,64,510,False,False,0,1,False,557.6,262,61.419999999999995
2656,OH,69,415,False,False,0,2,False,664.3,321,70.62
2657,CT,116,415,False,False,0,3,False,653.6,254,71.75
2658,DC,101,415,False,False,0,0,False,564.5,315,68.00000000000001
2659,OK,15,415,False,False,0,2,False,588.3000000000001,254,53.88
2660,NJ,88,415,False,False,0,4,True,705.5,328,82.76
2661,IA,197,415,False,False,0,0,False,645.2,319,69.16999999999999
2662,VA,50,415,True,False,0,2,True,583.2,278,54.120000000000005
2663,VA,172,510,False,False,0,2,False,760.6,296,65.63000000000001
2664,NM,188,415,True,True,26,1,True,578.3,303,60.779999999999994
2665,FL,85,408,True,False,0,3,False,560.1999999999999,325,51.18999999999999
2666,RI,103,510,True,False,0,1,True,717.8000000000001,352,72.65
2667,NJ,136,408,False,True,27,3,False,564.4,345,59.96000000000001
2668,NE,155,408,False,True,21,0,False,506.6,290,57.769999999999996
2669,WV,145,415,False,False,0,2,False,520.6,306,47.269999999999996
2670,WY,116,510,False,True,12,2,False,560.0,312,60.9
2671,SC,152,408,False,False,0,2,False,563.8,282,52.56
2672,MS,65,415,True,False,0,0,True,699.8,316,74.52000000000001
2673,ND,180,415,False,False,0,3,True,697.7,284,71.01
2674,IL,67,415,False,False,0,0,False,527.6999999999999,388,48.970000000000006
2675,OR,60,415,False,False,0,0,False,628.6000000000001,345,60.489999999999995
2676,UT,138,510,False,False,0,0,False,684.1,261,69.52
2677,IA,44,415,False,False,0,4,True,665.4,302,76.19
2678,ME,25,510,False,False,0,2,False,685.6999999999999,274,72.79
2679,WY,145,408,False,False,0,1,False,621.8,297,62.95
2680,WI,122,510,False,True,28,2,False,577.7,237,57.82999999999999
2681,SC,121,415,False,False,0,0,True,567.5,298,54.66
2682,DC,55,510,True,False,0,0,False,338.9,272,36.35999999999999
2683,CT,77,415,False,False,0,1,False,611.2,285,64.84
2684,OR,12,415,False,False,0,2,False,609.0,290,63.68
2685,OR,64,510,False,False,0,3,False,516.2,288,59.76
2686,NV,92,415,False,True,44,2,False,599.3,290,59.220000000000006
2687,MN,125,415,True,True,29,1,True,713.2,316,75.07000000000001
2688,OK,160,408,False,False,0,1,False,653.8,369,65.16
2689,KS,79,415,False,False,0,0,False,584.1000000000001,317,58.63
2690,RI,36,415,False,False,0,3,False,698.5999999999999,318,70.28
2691,DC,102,415,False,False,0,2,False,621.1,350,60.43
2692,IL,138,408,True,False,0,1,False,647.9,296,72.28999999999999
2693,UT,164,510,False,False,0,3,False,581.8,292,61.83
2694,MN,125,415,False,False,0,0,True,707.3,244,74.97
2695,WI,72,408,False,False,0,2,False,507.70000000000005,311,53.53
2696,MI,74,415,False,False,0,3,True,807.8,311,87.27999999999999
2697,MI,134,415,False,True,41,0,False,658.6999999999999,276,65.55
2698,MA,145,415,False,False,0,1,False,689.1,281,66.75999999999999
2699,AL,136,510,False,False,0,0,False,463.5,314,45.45
2700,SC,209,510,False,False,0,3,True,712.2,308,75.08
2701,WI,66,415,True,False,0,3,False,655.0,282,64.35999999999999
2702,VT,152,510,False,True,20,1,False,489.79999999999995,340,54.5
2703,CT,162,408,False,False,0,1,False,408.20000000000005,367,33.0
2704,OR,72,510,False,False,0,2,False,514.9000000000001,329,48.75000000000001
2705,HI,101,415,False,False,0,4,False,655.1000000000001,295,72.82000000000001
2706,WV,125,415,False,False,0,0,False,553.2,318,61.54
2707,RI,46,408,False,False,0,2,False,366.9,279,30.48
2708,MI,132,408,False,False,0,1,True,725.9999999999999,326,80.44
2709,ME,193,415,False,True,31,0,False,363.09999999999997,274,32.86
2710,WV,63,510,False,False,0,0,True,723.6,302,78.4
2711,NE,124,510,False,False,0,1,False,645.1,361,65.65
2712,DC,144,415,False,False,0,0,False,629.0,298,57.8
2713,NH,116,408,False,True,24,2,False,560.3,320,57.66
2714,MD,189,415,False,True,30,1,False,536.1999999999999,280,54.81
2715,NH,97,408,False,True,28,1,False,787.4,277,79.62
2716,WV,137,510,False,True,50,2,False,592.2,304,59.81000000000001
2717,IL,142,415,False,True,38,0,False,552.6999999999999,351,51.69
2718,OK,84,510,False,False,0,1,False,613.8,336,63.47999999999999
2719,NH,119,415,False,True,19,1,False,627.2,339,61.25000000000001
2720,MI,158,415,False,False,0,1,False,597.5,283,57.25
2721,ND,50,415,False,False,0,1,False,599.1,338,71.13000000000001
2722,LA,98,408,False,False,0,2,False,461.3,288,46.309999999999995
2723,HI,101,415,False,True,24,2,False,464.90000000000003,280,44.56999999999999
2724,NJ,182,415,False,False,0,2,True,686.6,347,75.15
2725,WV,51,408,False,False,0,0,False,517.8,270,52.75
2726,NC,117,510,False,False,0,2,False,510.99999999999994,346,57.540000000000006
2727,PA,92,415,True,False,0,0,False,591.4000000000001,340,66.93
2728,MI,86,408,False,False,0,2,False,605.9000000000001,320,58.580000000000005
2729,WY,122,415,False,False,0,2,False,563.8000000000001,322,51.2
2730,NJ,156,408,False,True,27,1,False,651.2,372,64.66999999999999
2731,NJ,127,510,False,False,0,0,True,719.4,317,74.83
2732,NC,130,408,True,False,0,5,True,723.5,317,77.92
2733,NM,158,408,False,False,0,2,False,664.3,287,61.709999999999994
2734,MS,145,510,True,True,30,1,False,573.3000000000001,311,56.339999999999996
2735,TX,90,415,True,True,26,0,True,584.4,287,57.97
2736,OK,127,510,False,True,27,3,False,508.5,376,35.43
2737,ID,109,415,False,False,0,1,False,648.6999999999999,366,62.89
2738,AL,88,415,False,False,0,1,False,483.9,280,52.27
2739,WY,101,510,False,True,9,0,False,520.0,311,54.25
2740,HI,171,510,False,False,0,0,False,630.9,292,61.38
2741,VA,21,415,False,False,0,1,False,666.8,369,69.35
2742,WV,145,408,False,True,31,2,False,686.5,327,69.3
2743,DE,90,415,False,False,0,2,False,716.4000000000001,311,69.52
2744,CA,33,408,False,False,0,1,False,464.4,326,50.260000000000005
2745,PA,61,408,False,True,40,2,True,469.90000000000003,295,43.78
2746,CO,107,415,False,False,0,3,False,535.3,321,59.17000000000001
2747,MD,147,408,False,False,0,0,True,795.6000000000001,258,80.71000000000001
2748,AL,117,510,False,False,0,2,False,525.4000000000001,252,52.480000000000004
2749,AL,95,415,False,False,0,1,False,617.9000000000001,337,67.82000000000001
2750,KS,186,510,False,False,0,1,False,480.59999999999997,306,48.32
2751,MI,128,415,False,False,0,0,False,648.6999999999999,278,64.2
2752,AK,55,408,False,True,39,3,False,572.2,323,52.120000000000005
2753,OH,134,415,False,False,0,2,False,378.6,268,27.77
2754,IN,96,415,False,True,23,1,False,692.0,292,62.46999999999999
2755,SC,107,415,False,False,0,0,False,629.3,268,67.08
2756,KS,123,415,False,False,0,2,False,356.3,295,42.49
2757,OK,35,415,False,False,0,2,False,753.6999999999999,250,68.94999999999999
2758,WI,74,408,False,False,0,0,False,667.0,376,64.51
2759,IN,130,408,False,False,0,1,False,437.8,366,43.69
2760,IL,137,408,True,False,0,0,True,691.6,272,71.03999999999999
2761,TN,88,415,False,False,0,1,False,599.3,338,59.510000000000005
2762,DC,80,408,False,False,0,3,False,394.4,272,32.89
2763,NC,116,408,False,True,19,3,False,542.0,340,53.11
2764,RI,123,510,False,True,23,2,False,764.6,304,78.99
2765,MS,120,415,False,False,0,1,False,506.59999999999997,327,48.19
2766,VA,146,415,True,False,0,1,False,650.7,309,58.08
2767,KY,106,510,False,True,9,3,False,501.40000000000003,299,48.47
2768,NV,121,408,False,True,44,1,False,524.9000000000001,305,46.83
2769,WI,137,510,False,False,0,1,False,550.8000000000001,254,51.6
2770,NH,84,408,False,True,30,2,False,526.5,237,47.32
2771,NE,67,510,False,True,31,1,False,607.4000000000001,246,60.160000000000004
2772,WI,161,408,False,False,0,4,True,511.29999999999995,301,50.78
2773,NJ,134,510,False,True,34,2,True,665.1,319,71.22000000000001
2774,ME,62,415,True,True,32,0,True,660.5,365,69.46000000000001
2775,WY,120,415,False,True,24,1,False,637.8,293,68.57000000000001
2776,IN,130,408,False,True,30,0,False,599.6999999999999,368,61.76
2777,WI,20,408,False,False,0,2,False,725.6,251,68.91
2778,VT,68,415,False,False,0,1,False,579.0,328,56.69
2779,CA,112,415,False,False,0,0,False,608.1,356,63.87999999999999
2780,IN,77,408,False,False,0,3,False,691.5,278,65.37
2781,SC,109,415,False,False,0,2,False,665.5,246,66.57000000000001
2782,IN,108,415,False,False,0,3,False,620.8,303,62.51
2783,IA,79,415,False,True,17,1,False,632.6,323,61.25
2784,MD,119,408,False,False,0,3,True,724.4,262,74.67999999999999
2785,MN,38,510,False,False,0,5,True,534.6,318,56.56
2786,AR,109,415,False,True,29,6,True,608.4,322,53.839999999999996
2787,MS,78,415,False,False,0,1,False,514.6,285,45.150000000000006
2788,MN,134,415,False,False,0,0,False,698.2,345,73.42999999999999
2789,WA,47,415,False,True,27,2,False,584.4000000000001,306,53.75
2790,MS,59,408,False,True,27,0,False,404.0,285,40.29
2791,ID,151,415,False,False,0,0,False,717.6,294,69.6
2792,NC,129,415,False,False,0,1,False,498.5,375,42.02
2793,VA,107,510,False,True,27,2,False,763.1999999999999,326,81.98
2794,MT,137,408,True,False,0,0,True,688.6,332,75.54
2795,MI,76,510,False,False,0,1,False,506.40000000000003,295,44.65999999999999
2796,HI,24,415,False,False,0,0,False,553.1,399,62.60999999999999
2797,NC,169,408,False,False,0,2,False,515.0999999999999,263,52.50000000000001
2798,MN,30,408,False,False,0,1,False,490.7,273,38.29
2799,WV,70,415,False,False,0,3,False,572.1,308,59.96
2800,SD,52,510,True,False,0,0,True,651.0,253,71.06
2801,HI,3,408,False,False,0,4,False,682.0,297,59.47
2802,MS,38,415,False,False,0,2,False,543.8,319,50.72
2803,NY,104,415,False,False,0,3,False,584.5,282,66.98
2804,LA,27,408,False,False,0,1,False,519.9,330,43.93
2805,KS,166,415,True,True,28,1,False,569.3,279,60.31
2806,MA,13,408,False,False,0,2,False,704.5000000000001,299,70.76
2807,AK,52,408,False,False,0,2,False,515.4,300,59.07
2808,SD,114,415,False,True,25,1,False,607.7,302,57.68
2809,CO,156,408,False,False,0,1,False,522.8,307,49.260000000000005
2810,NH,90,415,False,True,42,0,False,682.1,252,67.89
2811,WV,62,415,False,False,0,2,False,484.7,328,52.09
2812,AZ,82,415,False,True,33,2,False,652.4000000000001,299,58.480000000000004
2813,ME,52,510,False,False,0,3,False,542.5999999999999,274,49.05
2814,NH,146,510,False,False,0,1,False,558.3000000000001,255,50.53
2815,RI,120,415,False,True,23,2,False,734.3000000000001,320,72.58
2816,ID,130,415,False,False,0,1,True,663.8,321,74.41
2817,WI,90,408,False,False,0,1,False,410.19999999999993,274,36.459999999999994
2818,NM,147,408,True,False,0,1,False,469.6,314,52.98
2819,WY,159,415,False,False,0,0,True,461.6000000000001,256,49.76
2820,IL,74,510,False,True,27,4,False,639.3,360,58.81
2821,TX,130,408,False,False,0,0,False,637.1,275,68.26
2822,RI,155,408,True,False,0,0,False,562.4,316,59.88
2823,MI,87,415,False,False,0,2,False,535.4,269,60.099999999999994
2824,OR,81,415,False,False,0,0,True,761.8000000000001,213,87.27000000000001
2825,VA,99,510,False,False,0,2,False,501.6,347,50.44
2826,SD,131,510,False,False,0,2,False,601.2,347,60.85
2827,AL,89,510,False,False,0,5,True,568.4999999999999,243,52.61
2828,MS,123,415,True,False,0,4,True,512.6,337,45.34
2829,MS,130,510,False,True,26,1,False,698.1,352,75.37
2830,HI,99,415,False,False,0,1,False,450.9,261,44.08
2831,WV,36,408,False,False,0,1,False,645.6,362,61.85
2832,WV,87,415,False,False,0,3,False,561.5,310,49.43
2833,WV,139,415,False,False,0,2,False,575.5000000000001,378,68.69
2834,IN,189,510,False,False,0,1,False,505.50000000000006,273,58.60000000000001
2835,NM,96,415,False,True,33,3,False,572.5,301,59.07000000000001
2836,DE,112,408,False,False,0,2,False,505.3,303,46.269999999999996
2837,NC,75,408,False,False,0,1,False,668.7,288,67.88000000000001
2838,NM,178,415,False,True,35,2,False,514.5999999999999,250,55.05
2839,SC,112,415,False,False,0,2,True,801.0,293,81.07
2840,NJ,108,415,False,True,41,0,False,501.90000000000003,298,51.910000000000004
2841,AZ,100,510,False,False,0,0,False,468.70000000000005,314,43.11
2842,RI,121,510,False,True,20,0,False,674.9,339,67.57000000000001
2843,SD,116,415,False,False,0,1,False,479.6,289,39.620000000000005
2844,NH,161,415,False,False,0,1,False,540.1,247,57.12
2845,AL,19,415,True,False,0,0,False,631.5,318,67.42999999999999
2846,WV,104,415,False,False,0,1,False,670.9000000000001,318,67.21
2847,ID,119,415,True,True,32,0,False,625.7,289,60.9
2848,MD,125,415,False,False,0,0,False,575.6,296,61.55999999999999
2849,IN,156,510,False,False,0,1,False,612.6,368,66.27999999999999
2850,WY,109,415,False,False,0,2,False,546.1,335,52.629999999999995
2851,NH,95,510,False,False,0,2,False,516.4000000000001,307,49.940000000000005
2852,MN,90,408,False,False,0,1,False,547.4,319,48.52
2853,MA,105,415,False,True,21,2,False,620.4000000000001,251,56.14
2854,NH,101,510,False,False,0,1,False,697.9,327,68.87
2855,MN,95,415,False,False,0,1,False,619.0,334,58.75999999999999
2856,IA,123,415,False,False,0,0,False,577.9,303,59.31
2857,NY,160,408,False,False,0,1,False,658.3000000000001,313,66.28000000000002
2858,AL,141,510,False,True,28,1,False,716.0999999999999,357,82.3
2859,WV,87,415,False,False,0,0,False,322.9,380,27.08
2860,NM,81,415,False,False,0,2,False,661.3999999999999,264,63.519999999999996
2861,CA,75,415,False,True,19,4,False,680.9,282,69.55
2862,MA,126,408,False,True,24,0,False,535.4,294,46.4
2863,ME,28,415,False,False,0,3,False,693.8,307,69.69
2864,FL,153,415,False,False,0,0,False,605.2,349,65.08999999999999
2865,NH,97,408,False,True,32,2,True,560.1,313,49.44
2866,IN,115,408,False,False,0,2,False,461.7,310,45.87
2867,WI,95,408,False,False,0,1,False,639.5,259,67.12
2868,MA,17,415,True,False,0,0,True,738.6999999999999,306,65.84
2869,NH,105,415,False,True,20,1,False,786.8000000000001,311,71.02000000000001
2870,TX,121,415,False,False,0,2,False,503.0,301,45.839999999999996
2871,NC,125,408,False,False,0,2,False,625.8,291,65.86
2872,CT,124,415,False,False,0,2,False,433.6,300,45.28
2873,NJ,35,408,False,False,0,2,False,525.6999999999999,248,50.239999999999995
2874,WY,134,510,False,False,0,0,True,781.5,318,83.99
2875,LA,123,510,False,True,32,3,False,679.1,242,68.64
2876,NV,124,415,False,False,0,3,False,709.6,295,70.75
2877,WV,133,510,False,False,0,2,False,567.6,280,56.62
2878,AR,185,415,False,True,19,0,False,615.0,330,59.8
2879,SC,1,415,False,True,26,1,False,503.2,250,50.13
2880,KS,107,415,False,False,0,1,False,502.4,371,61.48
2881,NY,91,415,False,True,20,1,False,567.4000000000001,305,56.290000000000006
2882,MI,178,408,True,False,0,2,True,545.3,327,48.32
2883,MA,123,415,False,False,0,1,False,695.8,275,69.19000000000001
2884,UT,170,415,False,False,0,1,True,721.9000000000001,289,76.86
2885,HI,135,415,False,False,0,1,False,592.6,255,58.88
2886,PA,85,408,False,False,0,1,False,604.3,290,58.05
2887,OR,134,415,False,True,50,2,False,489.50000000000006,345,55.949999999999996
2888,TN,148,415,False,True,36,1,False,551.1999999999999,318,45.239999999999995
2889,CT,93,415,False,False,0,1,True,662.3,343,75.08000000000001
2890,AZ,138,415,False,False,0,0,False,522.6,295,62.01
2891,OR,159,510,False,False,0,0,False,578.6,312,50.839999999999996
2892,DE,103,415,False,True,34,1,False,476.40000000000003,272,47.129999999999995
2893,MA,150,408,False,True,27,0,False,623.5,309,62.11
2894,CT,37,408,False,False,0,3,False,634.2,343,58.64
2895,AR,33,415,True,False,0,0,False,447.3,309,48.19
2896,SD,55,415,False,False,0,1,False,589.0,271,66.96
2897,CT,134,408,False,True,32,0,False,467.6,338,42.81
2898,CT,107,408,False,False,0,2,False,473.20000000000005,300,42.19
2899,MA,80,408,False,True,36,1,False,665.6,342,64.86
2900,MS,78,408,False,False,0,1,True,549.0,356,48.449999999999996
2901,MT,85,408,False,True,17,4,True,498.0,286,45.06
2902,AK,61,415,False,True,15,2,False,709.8000000000001,315,73.25
2903,DE,97,415,False,True,32,5,False,662.7,256,65.02
2904,OH,136,408,True,False,0,2,False,536.1,347,55.07000000000001
2905,MN,135,408,False,False,0,3,False,479.50000000000006,275,47.27
2906,CA,87,415,False,True,19,1,False,602.4000000000001,289,55.32
2907,OH,165,510,False,False,0,0,False,646.2,245,69.09
2908,NV,148,415,False,False,0,2,True,769.6,292,79.39
2909,SC,99,415,False,False,0,2,False,492.49999999999994,348,49.620000000000005
2910,WV,123,415,False,False,0,2,False,526.3,268,55.080000000000005
2911,NM,127,415,True,False,0,1,False,648.3,313,73.05
2912,WY,151,415,False,False,0,0,False,481.5,275,51.41
2913,CA,185,408,False,False,0,1,False,558.6999999999999,290,55.03
2914,KS,65,415,False,True,34,4,False,578.0,316,60.62
2915,WY,58,510,False,False,0,4,False,632.0,324,67.91
2916,OK,104,415,False,False,0,2,False,470.4,278,44.08
2917,UT,44,415,False,False,0,0,False,642.0,339,62.6
2918,MA,58,408,False,False,0,4,False,622.6,321,60.449999999999996
2919,UT,108,415,False,False,0,0,False,585.5999999999999,293,61.36
2920,MN,132,510,False,False,0,1,False,580.9000000000001,336,53.870000000000005
2921,NE,80,415,False,False,0,2,False,522.6,244,50.34
2922,OH,162,415,False,False,0,2,False,634.3000000000001,303,57.41
2923,KY,110,510,False,False,0,2,False,603.2,245,54.33
2924,WA,96,415,False,False,0,1,True,788.4999999999999,309,82.29
2925,NY,168,408,False,False,0,2,True,579.1,370,58.7
2926,IN,72,510,False,False,0,4,True,819.8000000000001,359,83.35
2927,CO,125,408,False,True,23,1,False,517.0,322,49.73
2928,DC,170,510,False,False,0,2,False,623.0999999999999,312,61.46
2929,AK,71,510,False,False,0,3,False,623.5,299,63.83
2930,SC,124,415,False,False,0,1,False,438.4,370,48.51
2931,KS,68,415,False,False,0,2,False,661.6999999999999,297,68.24
2932,UT,97,415,False,False,0,1,False,396.40000000000003,234,46.64
2933,IL,98,510,True,False,0,1,False,611.3000000000001,234,60.05
2934,DC,24,408,False,False,0,2,True,527.2,226,49.53
2935,DC,136,510,False,False,0,0,False,647.0999999999999,279,65.25
2936,OK,44,408,False,False,0,0,True,689.6,281,76.30999999999999
2937,KY,96,415,False,True,40,0,False,454.7,366,45.3
2938,NE,31,415,False,False,0,1,False,453.59999999999997,312,44.589999999999996
2939,AL,72,415,False,False,0,0,False,703.5,295,65.91
2940,HI,24,415,False,False,0,1,False,458.59999999999997,326,45.400000000000006
2941,SC,112,415,False,True,31,4,False,743.2,294,74.46
2942,GA,117,415,True,False,0,1,True,710.2,291,80.52000000000001
2943,KS,137,415,False,True,19,0,False,635.8,353,61.93
2944,PA,136,408,False,False,0,0,False,405.1,269,41.989999999999995
2945,UT,95,415,False,False,0,0,False,661.5,312,63.04
2946,OR,82,415,False,True,19,1,False,596.0,256,55.92
2947,ND,145,415,False,False,0,1,True,782.2,335,79.42
2948,KY,56,415,True,False,0,1,False,640.5,296,62.03
2949,MN,155,408,True,False,0,2,False,561.4,360,64.96000000000001
2950,OH,133,408,False,False,0,0,True,572.9,328,51.129999999999995
2951,TX,53,415,False,False,0,2,False,578.4999999999999,312,51.48
2952,WY,123,415,False,False,0,5,True,745.1,312,74.69
2953,GA,136,415,False,False,0,7,False,672.2,296,62.86
2954,TX,57,415,False,False,0,3,False,585.5,332,56.68
2955,WV,62,408,False,False,0,1,False,502.09999999999997,317,47.78
